y,x,mass,size,ecc,signal,raw_mass,ep,frame,t,True_particle,particle,track_completeness,vial
581.0148256647648,1162.5364373127463,705,140660,0.101,57.66,705,0.0,132,5.28,True,32,0.8758620689655172,6.0
461.86482566476474,955.9064373127464,651,140660,0.343,48.21,651,0.0,132,5.28,True,33,0.9793103448275862,5.0
537.9548256647648,561.2764373127465,621,140660,0.245,48.68,621,0.0,132,5.28,True,35,0.9172413793103448,3.0
508.93482566476473,974.8164373127465,681,140660,0.277,47.97,681,0.0,132,5.28,True,36,0.9793103448275862,5.0
572.8648256647648,428.82643731274646,591,140660,0.262,39.7,591,0.0,132,5.28,True,38,0.9724137931034482,2.0
504.11482566476474,552.7064373127465,609,140660,0.332,45.37,609,0.0,132,5.28,True,40,0.9172413793103448,3.0
573.7948256647647,528.8764373127465,314,140660,0.27,28.36,314,0.0,132,5.28,True,41,0.9241379310344827,3.0
364.76482566476477,787.0264373127465,698,140660,0.345,52.46,698,0.0,132,5.28,True,45,0.9862068965517241,4.0
382.49482566476473,888.4764373127465,645,140660,0.154,43.48,645,0.0,132,5.28,True,46,1.0,5.0
444.65482566476476,1077.8164373127463,521,140660,0.354,41.12,521,0.0,132,5.28,True,48,0.903448275862069,6.0
512.6048256647648,1067.8764373127465,527,140660,0.299,36.16,527,0.0,132,5.28,True,49,0.9172413793103448,6.0
382.10482566476475,769.1364373127465,461,140660,0.329,39.23,461,0.0,132,5.28,True,50,0.9448275862068966,4.0
564.6848256647647,904.7464373127465,750,140660,0.389,51.04,750,0.0,132,5.28,True,52,0.9448275862068966,5.0
428.74482566476473,797.8664373127465,677,140660,0.283,49.39,677,0.0,132,5.28,True,53,0.9586206896551724,4.0
456.6948256647647,769.3964373127465,587,140660,0.336,41.83,587,0.0,132,5.28,True,55,0.9793103448275862,4.0
593.0348256647648,610.6164373127465,465,140660,0.206,38.52,465,0.0,132,5.28,True,59,0.9586206896551724,3.0
509.29482566476474,177.81643731274647,627,140660,0.262,42.54,627,0.0,132,5.28,True,61,0.993103448275862,1.0
600.9348256647647,886.8464373127465,513,140660,0.445,37.1,513,0.0,132,5.28,True,62,0.9241379310344827,5.0
525.7948256647647,756.6564373127464,585,140660,0.398,44.66,585,0.0,132,5.28,True,64,0.8482758620689655,4.0
287.60482566476475,716.8764373127465,725,140660,0.251,49.39,725,0.0,132,5.28,True,73,0.9655172413793104,4.0
569.6348256647648,1151.8464373127463,647,140660,0.329,43.01,647,0.0,132,5.28,True,77,0.9103448275862069,6.0
539.0548256647647,1133.0564373127463,618,140660,0.212,46.55,618,0.0,132,5.28,True,88,0.9862068965517241,6.0
274.8748256647647,423.10643731274644,650,140660,0.243,51.04,650,0.0,132,5.28,True,90,0.9793103448275862,2.0
275.68482566476473,520.3064373127465,638,140660,0.217,49.39,638,0.0,132,5.28,True,91,0.903448275862069,3.0
605.8648256647648,907.7464373127465,562,140660,0.539,44.66,562,0.0,132,5.28,True,92,0.903448275862069,5.0
394.78482566476475,925.7564373127465,742,140660,0.379,57.66,742,0.0,132,5.28,True,94,0.9724137931034482,5.0
510.9448256647647,736.1064373127465,707,140660,0.272,51.52,707,0.0,132,5.28,True,95,0.9655172413793104,4.0
324.8148256647648,1087.4964373127464,599,140660,0.312,38.75,599,0.0,132,5.28,True,99,0.9586206896551724,6.0
592.7448256647648,529.8164373127465,425,140660,0.221,36.86,425,0.0,132,5.28,True,100,0.9172413793103448,3.0
389.83482566476476,606.9764373127465,685,140660,0.283,51.28,685,0.0,132,5.28,True,101,0.9448275862068966,3.0
458.96482566476476,613.2364373127465,667,140660,0.104,45.13,667,0.0,132,5.28,True,102,0.9379310344827586,3.0
450.71482566476476,1158.3664373127465,606,140660,0.333,46.08,606,0.0,132,5.28,True,110,0.8896551724137931,6.0
592.8548256647648,756.9164373127466,638,140660,0.357,60.02,638,0.0,132,5.28,True,111,0.8206896551724138,4.0
443.70482566476477,1152.5264373127463,750,140660,0.35,49.86,750,0.0,132,5.28,True,114,0.896551724137931,6.0
532.2148256647648,710.4064373127464,614,140660,0.179,48.92,614,0.0,132,5.28,True,115,0.8482758620689655,4.0
374.85482566476475,1162.7264373127464,647,140660,0.288,41.35,647,0.0,132,5.28,True,117,0.903448275862069,6.0
430.85482566476475,707.4164373127466,526,140660,0.319,38.52,526,0.0,132,5.28,True,119,0.8413793103448276,4.0
367.6348256647648,1087.8164373127463,566,140660,0.38,44.19,566,0.0,132,5.28,True,120,0.8620689655172413,6.0
431.04482566476474,1107.7264373127464,548,140660,0.327,43.01,548,0.0,132,5.28,True,122,0.7655172413793103,6.0
421.72482566476475,204.04643731274646,645,140660,0.291,43.48,645,0.0,132,5.28,True,124,0.8689655172413793,1.0
580.4848256647648,892.7664373127465,567,140660,0.309,45.37,567,0.0,132,5.28,True,126,0.8,5.0
579.7248256647648,938.8364373127465,728,140660,0.335,45.61,728,0.0,132,5.28,True,127,0.8206896551724138,5.0
462.6248256647647,1078.6464373127465,545,140660,0.398,46.08,545,0.0,132,5.28,True,138,0.6482758620689655,6.0
425.5648256647647,976.9464373127465,640,140660,0.307,49.39,640,0.0,132,5.28,True,139,0.7655172413793103,5.0
490.11482566476474,408.45643731274646,523,140660,0.28,43.72,523,0.0,132,5.28,True,144,0.7172413793103448,2.0
605.6748256647647,565.2264373127465,385,140660,0.083,35.92,385,0.0,132,5.28,True,145,0.6758620689655173,3.0
599.6148256647648,767.8464373127465,625,140660,0.462,50.33,625,0.0,132,5.28,True,147,0.6827586206896552,4.0
430.85482566476475,742.8064373127465,669,140660,0.466,47.73,669,0.0,132,5.28,True,153,0.6482758620689655,4.0
581.0248256647648,1118.6564373127464,731,140660,0.464,51.04,731,0.0,132,5.28,True,154,0.6689655172413793,6.0
401.7548256647647,1172.7164373127464,565,140660,0.349,40.88,565,0.0,132,5.28,True,155,0.6413793103448275,6.0
551.9448256647647,1145.6164373127465,580,140660,0.303,43.24,580,0.0,132,5.28,True,156,0.6896551724137931,6.0
591.5848256647648,727.8364373127465,670,140660,0.251,49.15,670,0.0,132,5.28,True,163,0.5793103448275863,4.0
598.5648256647647,433.79643731274643,260,140660,0.077,23.16,260,0.0,132,5.28,False,166,0.5517241379310345,0.0
591.5648256647647,958.8564373127465,655,140660,0.347,55.53,655,0.0,132,5.28,True,173,0.5586206896551724,5.0
497.1248256647647,532.0464373127465,560,140660,0.279,47.26,560,0.0,132,5.28,True,174,0.5517241379310345,3.0
577.1948256647647,167.56643731274647,474,140660,0.258,38.75,474,0.0,132,5.28,True,176,0.5310344827586206,1.0
598.2648256647648,366.94643731274647,473,140660,0.351,37.34,473,0.0,132,5.28,True,180,0.503448275862069,2.0
575.7548256647648,562.8564373127465,588,140660,0.289,39.7,588,0.0,132,5.28,True,181,0.4827586206896552,3.0
447.91482566476475,1104.7664373127463,609,140660,0.333,43.01,609,0.0,132,5.28,True,185,0.4413793103448276,6.0
602.1148256647648,970.8164373127465,497,140660,0.348,42.06,497,0.0,132,5.28,True,187,0.3724137931034483,5.0
468.96482566476476,582.7364373127465,709,140660,0.456,52.46,709,0.0,132,5.28,True,188,0.43448275862068964,3.0
603.2848256647648,238.87643731274648,198,140660,0.473,16.31,198,0.0,132,5.28,False,190,0.41379310344827586,0.0
412.41482566476475,708.4664373127465,679,140660,0.247,44.43,679,0.0,132,5.28,True,191,0.41379310344827586,4.0
582.7448256647648,614.5664373127465,530,140660,0.289,44.19,530,0.0,132,5.28,True,196,0.4,3.0
590.6448256647648,1117.4564373127464,728,140660,0.488,56.95,728,0.0,132,5.28,True,198,0.38620689655172413,6.0
551.6448256647648,1068.7664373127463,637,140660,0.193,39.23,637,0.0,132,5.28,True,199,0.31724137931034485,6.0
598.0248256647648,1142.5564373127463,545,140660,0.446,42.77,545,0.0,132,5.28,True,201,0.33793103448275863,6.0
597.6348256647648,788.4764373127465,388,140660,0.431,37.34,388,0.0,132,5.28,True,202,0.36551724137931035,4.0
594.1648256647647,913.9964373127465,452,140660,0.377,37.34,452,0.0,132,5.28,True,204,0.33793103448275863,5.0
599.4048256647648,398.40643731274645,116,140660,0.432,11.11,116,0.0,132,5.28,False,208,0.296551724137931,0.0
515.7548256647648,1124.7764373127463,704,140660,0.548,50.81,704,0.0,132,5.28,True,211,0.2827586206896552,6.0
602.6348256647648,918.2964373127465,187,140660,0.54,18.2,187,0.0,132,5.28,False,212,0.20689655172413793,0.0
592.4448256647647,580.4964373127465,674,140660,0.412,53.41,674,0.0,132,5.28,True,215,0.25517241379310346,3.0
404.71482566476476,794.1364373127465,519,140660,0.298,35.45,519,0.0,132,5.28,True,216,0.2413793103448276,4.0
602.1548256647648,706.7964373127465,420,140660,0.259,36.63,420,0.0,132,5.28,True,219,0.22758620689655173,4.0
602.5248256647648,730.6264373127465,231,140660,0.321,14.18,231,0.0,132,5.28,False,223,0.15862068965517243,0.0
425.65482566476476,1078.9064373127464,565,140660,0.198,39.7,565,0.0,132,5.28,True,225,0.1724137931034483,6.0
602.3748256647648,756.8664373127465,258,140660,0.135,22.45,258,0.0,132,5.28,False,235,0.06896551724137931,0.0
608.4848256647648,957.7164373127465,151,140660,0.365,16.07,151,0.0,132,5.28,False,238,0.1310344827586207,0.0
271.05482566476473,1127.8264373127463,256,140660,0.486,21.27,256,0.0,132,5.28,False,239,0.11724137931034483,0.0
591.8448256647648,538.6964373127465,524,140660,0.344,41.12,524,0.0,132,5.28,True,240,0.11724137931034483,3.0
258.71482566476476,423.82643731274646,140,140660,0.314,16.31,140,0.0,132,5.28,False,241,0.034482758620689655,0.0
600.6448256647648,532.7064373127465,129,140660,0.339,11.58,129,0.0,132,5.28,False,243,0.09655172413793103,0.0
600.7648256647648,1101.8764373127465,101,140660,0.512,8.51,101,0.0,132,5.28,False,244,0.09655172413793103,0.0
605.1548256647648,608.3564373127465,113,140660,0.287,11.82,113,0.0,132,5.28,False,246,0.09655172413793103,0.0
281.55868705090336,215.02396206522172,666,140660,0.31,49.61,666,0.0,133,5.32,True,0,1.0,1.0
590.9986870509034,395.8639620652217,476,140660,0.53,39.92,476,0.0,133,5.32,True,1,0.9448275862068966,2.0
357.0986870509034,1085.3939620652218,535,140660,0.318,39.45,535,0.0,133,5.32,True,4,1.0,6.0
519.4686870509034,1103.8539620652218,726,140660,0.513,58.82,726,0.0,133,5.32,True,5,0.8827586206896552,6.0
273.38868705090334,1108.7939620652219,768,140660,0.122,59.05,768,0.0,133,5.32,True,6,1.0,6.0
541.9686870509034,1070.5939620652218,611,140660,0.266,48.19,611,0.0,133,5.32,True,11,0.9793103448275862,6.0
276.11868705090336,392.7739620652217,730,140660,0.2,57.64,730,0.0,133,5.32,True,12,1.0,2.0
447.62868705090335,582.7839620652217,658,140660,0.363,44.64,658,0.0,133,5.32,True,14,0.9793103448275862,3.0
433.6586870509034,398.6739620652217,569,140660,0.266,43.23,569,0.0,133,5.32,True,15,0.993103448275862,2.0
386.19868705090335,1105.7139620652217,629,140660,0.33,43.46,629,0.0,133,5.32,True,16,0.993103448275862,6.0
528.2886870509034,523.6239620652217,596,140660,0.314,38.03,596,0.0,133,5.32,True,19,0.9862068965517241,3.0
271.9586870509034,1151.4539620652217,422,140660,0.196,30.0,422,0.0,133,5.32,True,20,1.0,6.0
565.0486870509034,785.7839620652217,753,140660,0.372,48.9,753,0.0,133,5.32,True,21,0.9310344827586207,4.0
394.32868705090334,737.4939620652217,780,140660,0.293,52.91,780,0.0,133,5.32,True,22,0.993103448275862,4.0
463.11868705090336,1084.8439620652218,506,140660,0.372,40.39,506,0.0,133,5.32,True,23,0.9103448275862069,6.0
518.0186870509034,432.01396206522173,459,140660,0.244,32.6,459,0.0,133,5.32,True,26,0.9793103448275862,2.0
594.8586870509034,242.6039620652217,625,140660,0.447,45.59,625,0.0,133,5.32,True,29,1.0,1.0
353.2086870509034,1100.9439620652217,598,140660,0.308,42.28,598,0.0,133,5.32,True,31,0.8896551724137931,6.0
581.6386870509034,1162.3139620652219,689,140660,0.143,55.98,689,0.0,133,5.32,True,32,0.8758620689655172,6.0
460.33868705090333,957.6339620652217,649,140660,0.429,46.77,649,0.0,133,5.32,True,33,0.9793103448275862,5.0
537.4986870509034,560.9339620652216,610,140660,0.292,49.13,610,0.0,133,5.32,True,35,0.9172413793103448,3.0
508.43868705090335,974.8439620652217,655,140660,0.288,45.12,655,0.0,133,5.32,True,36,0.9793103448275862,5.0
571.4086870509034,428.7339620652217,584,140660,0.253,39.68,584,0.0,133,5.32,True,38,0.9724137931034482,2.0
503.51868705090334,551.9639620652216,583,140660,0.34,47.72,583,0.0,133,5.32,True,40,0.9172413793103448,3.0
574.4486870509033,528.8239620652216,276,140660,0.194,27.64,276,0.0,133,5.32,True,41,0.9241379310344827,3.0
362.7086870509034,787.3739620652217,612,140660,0.295,54.09,612,0.0,133,5.32,True,45,0.9862068965517241,4.0
381.4186870509034,888.1739620652216,626,140660,0.114,43.94,626,0.0,133,5.32,True,46,1.0,5.0
444.94868705090335,1077.7839620652219,539,140660,0.333,48.19,539,0.0,133,5.32,True,48,0.903448275862069,6.0
508.6586870509034,1068.1939620652217,479,140660,0.158,38.74,479,0.0,133,5.32,True,49,0.9172413793103448,6.0
382.4086870509034,766.7939620652216,545,140660,0.382,40.16,545,0.0,133,5.32,True,50,0.9448275862068966,4.0
565.1686870509034,903.6139620652217,740,140660,0.378,50.79,740,0.0,133,5.32,True,52,0.9448275862068966,5.0
426.31868705090335,798.0439620652216,651,140660,0.246,44.88,651,0.0,133,5.32,True,53,0.9586206896551724,4.0
457.19868705090335,769.3439620652217,590,140660,0.326,42.28,590,0.0,133,5.32,True,55,0.9793103448275862,4.0
593.5086870509034,610.2939620652216,471,140660,0.193,38.03,471,0.0,133,5.32,True,59,0.9586206896551724,3.0
511.69868705090335,179.30396206522173,535,140660,0.265,45.12,535,0.0,133,5.32,True,61,0.993103448275862,1.0
602.0386870509034,885.7939620652216,534,140660,0.433,42.28,534,0.0,133,5.32,True,62,0.9241379310344827,5.0
524.4786870509034,757.2239620652217,531,140660,0.299,46.06,531,0.0,133,5.32,True,64,0.8482758620689655,4.0
288.13868705090334,716.5639620652216,719,140660,0.239,47.24,719,0.0,133,5.32,True,73,0.9655172413793104,4.0
571.9886870509034,1150.7639620652217,610,140660,0.32,45.59,610,0.0,133,5.32,True,77,0.9103448275862069,6.0
538.6986870509033,1132.9439620652217,574,140660,0.208,44.17,574,0.0,133,5.32,True,88,0.9862068965517241,6.0
275.36868705090336,423.06396206522174,628,140660,0.253,50.55,628,0.0,133,5.32,True,90,0.9793103448275862,2.0
274.1686870509034,519.6239620652217,462,140660,0.322,39.92,462,0.0,133,5.32,True,91,0.903448275862069,3.0
606.1586870509034,906.6139620652217,548,140660,0.509,41.1,548,0.0,133,5.32,True,92,0.903448275862069,5.0
393.23868705090337,925.8039620652216,759,140660,0.357,57.64,759,0.0,133,5.32,True,94,0.9724137931034482,5.0
512.3586870509034,735.8339620652216,735,140660,0.345,54.8,735,0.0,133,5.32,True,95,0.9655172413793104,4.0
324.05868705090336,1085.5539620652219,610,140660,0.353,38.5,610,0.0,133,5.32,True,99,0.9586206896551724,6.0
593.2886870509034,529.7139620652216,425,140660,0.215,37.09,425,0.0,133,5.32,True,100,0.9172413793103448,3.0
387.7286870509034,605.9339620652216,603,140660,0.273,52.2,603,0.0,133,5.32,True,101,0.9448275862068966,3.0
458.67868705090336,612.8139620652216,667,140660,0.115,45.59,667,0.0,133,5.32,True,102,0.9379310344827586,3.0
451.25868705090335,1158.9239620652218,447,140660,0.3,35.67,447,0.0,133,5.32,True,110,0.8896551724137931,6.0
593.1186870509034,757.8739620652217,665,140660,0.36,60.24,665,0.0,133,5.32,True,111,0.8206896551724138,4.0
445.26868705090334,1150.7339620652217,720,140660,0.407,46.3,720,0.0,133,5.32,True,114,0.896551724137931,6.0
532.7186870509034,710.3339620652216,622,140660,0.179,49.13,622,0.0,133,5.32,True,115,0.8482758620689655,4.0
375.10868705090337,1162.6139620652218,626,140660,0.271,41.81,626,0.0,133,5.32,True,117,0.903448275862069,6.0
433.19868705090335,706.7439620652217,602,140660,0.242,37.09,602,0.0,133,5.32,True,119,0.8413793103448276,4.0
365.29868705090337,1088.5339620652219,587,140660,0.38,45.59,587,0.0,133,5.32,True,120,0.8620689655172413,6.0
430.29868705090337,1108.7039620652217,592,140660,0.349,41.34,592,0.0,133,5.32,True,122,0.7655172413793103,6.0
416.7286870509034,203.34396206522172,516,140660,0.226,41.81,516,0.0,133,5.32,True,124,0.8689655172413793,1.0
580.9686870509034,892.6139620652217,581,140660,0.316,46.53,581,0.0,133,5.32,True,126,0.8,5.0
580.0786870509033,938.8639620652217,736,140660,0.324,44.17,736,0.0,133,5.32,True,127,0.8206896551724138,5.0
452.94868705090335,1074.5739620652218,466,140660,0.298,36.85,466,0.0,133,5.32,True,129,0.6689655172413793,6.0
605.0786870509033,1137.7039620652217,466,140660,0.309,35.2,466,0.0,133,5.32,True,135,0.6896551724137931,6.0
424.9786870509034,977.4039620652217,597,140660,0.307,47.48,597,0.0,133,5.32,True,139,0.7655172413793103,5.0
489.31868705090335,408.6639620652217,589,140660,0.348,46.3,589,0.0,133,5.32,True,144,0.7172413793103448,2.0
606.1686870509034,565.1339620652217,390,140660,0.09,35.67,390,0.0,133,5.32,True,145,0.6758620689655173,3.0
600.1486870509034,767.7639620652217,627,140660,0.462,50.08,627,0.0,133,5.32,True,147,0.6827586206896552,4.0
430.42868705090336,739.8839620652217,629,140660,0.461,50.08,629,0.0,133,5.32,True,153,0.6482758620689655,4.0
581.8686870509034,1119.6639620652218,740,140660,0.431,51.97,740,0.0,133,5.32,True,154,0.6689655172413793,6.0
402.0986870509034,1172.4639620652217,556,140660,0.298,41.1,556,0.0,133,5.32,True,155,0.6413793103448275,6.0
553.2686870509034,1145.5039620652217,655,140660,0.344,43.7,655,0.0,133,5.32,True,156,0.6896551724137931,6.0
592.0986870509034,727.7739620652217,673,140660,0.237,49.13,673,0.0,133,5.32,True,163,0.5793103448275863,4.0
598.0186870509034,433.5339620652217,302,140660,0.223,23.62,302,0.0,133,5.32,False,166,0.5517241379310345,0.0
592.0886870509033,958.7739620652217,658,140660,0.35,55.75,658,0.0,133,5.32,True,173,0.5586206896551724,5.0
494.6686870509034,530.8439620652217,578,140660,0.266,46.77,578,0.0,133,5.32,True,174,0.5517241379310345,3.0
577.3586870509034,167.11396206522173,452,140660,0.338,38.03,452,0.0,133,5.32,True,176,0.5310344827586206,1.0
598.7886870509034,366.8039620652217,484,140660,0.357,37.32,484,0.0,133,5.32,True,180,0.503448275862069,2.0
580.3486870509034,565.5339620652217,605,140660,0.328,39.21,605,0.0,133,5.32,True,181,0.4827586206896552,3.0
447.50868705090335,1103.7339620652217,559,140660,0.308,41.57,559,0.0,133,5.32,True,185,0.4413793103448276,6.0
602.8586870509034,971.5739620652216,468,140660,0.3,40.39,468,0.0,133,5.32,True,187,0.3724137931034483,5.0
469.4086870509034,582.5639620652216,716,140660,0.479,51.73,716,0.0,133,5.32,True,188,0.43448275862068964,3.0
603.8286870509033,238.9139620652217,192,140660,0.484,17.24,192,0.0,133,5.32,False,190,0.41379310344827586,0.0
413.35868705090337,709.1839620652216,641,140660,0.322,46.77,641,0.0,133,5.32,True,191,0.41379310344827586,4.0
583.3486870509034,614.3639620652217,493,140660,0.283,42.99,493,0.0,133,5.32,True,196,0.4,3.0
591.0486870509034,1116.5739620652218,784,140660,0.497,56.69,784,0.0,133,5.32,True,198,0.38620689655172413,6.0
554.7486870509034,1069.4539620652217,541,140660,0.167,41.34,541,0.0,133,5.32,True,199,0.31724137931034485,6.0
598.4886870509034,1145.6639620652218,648,140660,0.493,49.37,648,0.0,133,5.32,True,201,0.33793103448275863,6.0
598.5086870509034,789.5239620652217,413,140660,0.388,36.38,413,0.0,133,5.32,True,202,0.36551724137931035,4.0
594.6386870509034,911.8439620652217,503,140660,0.39,41.81,503,0.0,133,5.32,True,204,0.33793103448275863,5.0
599.7886870509034,398.4639620652217,124,140660,0.379,11.34,124,0.0,133,5.32,False,208,0.296551724137931,0.0
516.0286870509034,1124.4439620652217,677,140660,0.436,50.55,677,0.0,133,5.32,True,211,0.2827586206896552,6.0
594.3586870509034,928.6739620652216,471,140660,0.504,40.63,471,0.0,133,5.32,True,212,0.20689655172413793,5.0
593.0286870509034,579.6439620652217,690,140660,0.454,52.91,690,0.0,133,5.32,True,215,0.25517241379310346,3.0
403.17868705090336,793.9239620652216,526,140660,0.327,38.98,526,0.0,133,5.32,True,216,0.2413793103448276,4.0
602.6586870509034,706.7639620652217,423,140660,0.25,37.56,423,0.0,133,5.32,True,219,0.22758620689655173,4.0
602.8886870509034,729.6139620652217,261,140660,0.297,16.3,261,0.0,133,5.32,False,223,0.15862068965517243,0.0
424.32868705090334,1078.0739620652218,540,140660,0.207,38.5,540,0.0,133,5.32,True,225,0.1724137931034483,6.0
602.8086870509034,757.4539620652216,218,140660,0.183,18.66,218,0.0,133,5.32,False,235,0.06896551724137931,0.0
609.0486870509034,957.7739620652217,145,140660,0.34,15.35,145,0.0,133,5.32,False,238,0.1310344827586207,0.0
271.98868705090337,1129.7939620652219,335,140660,0.47,27.64,335,0.0,133,5.32,True,239,0.11724137931034483,6.0
591.6786870509034,537.9839620652217,428,140660,0.327,40.16,428,0.0,133,5.32,True,240,0.11724137931034483,3.0
259.2186870509034,423.7339620652217,136,140660,0.31,15.83,136,0.0,133,5.32,False,241,0.034482758620689655,0.0
593.2886870509034,701.6039620652217,115,140660,0.041,7.32,115,0.1,133,5.32,False,242,0.09655172413793103,0.0
601.2486870509034,532.6939620652216,130,140660,0.324,11.34,130,0.0,133,5.32,False,243,0.09655172413793103,0.0
601.3886870509034,1106.5339620652219,112,140660,0.494,9.21,112,0.0,133,5.32,False,244,0.09655172413793103,0.0
607.9186870509034,781.7739620652217,141,140660,0.382,16.54,141,0.0,133,5.32,False,245,0.0896551724137931,0.0
605.6786870509034,607.7939620652216,134,140660,0.249,12.28,134,0.0,133,5.32,False,246,0.09655172413793103,0.0
389.5386870509034,887.0039620652217,413,140660,0.04,37.79,413,0.0,133,5.32,True,247,0.07586206896551724,5.0
281.91319685482495,214.00278559463348,696,140660,0.313,53.58,696,0.0,134,5.36,True,0,1.0,1.0
591.6731968548249,395.80278559463346,474,140660,0.51,38.6,474,0.0,134,5.36,True,1,0.9448275862068966,2.0
267.28319685482495,520.7727855946334,434,140660,0.102,37.33,434,0.0,134,5.36,True,2,0.993103448275862,3.0
356.35319685482494,1086.5227855946337,464,140660,0.309,35.3,464,0.0,134,5.36,True,4,1.0,6.0
519.613196854825,1103.3527855946336,675,140660,0.431,52.57,675,0.0,134,5.36,True,5,0.8827586206896552,6.0
273.89319685482496,1108.2127855946335,734,140660,0.038,57.65,734,0.0,134,5.36,True,6,1.0,6.0
542.5831968548249,1069.6527855946335,617,140660,0.28,49.01,617,0.0,134,5.36,True,11,0.9793103448275862,6.0
271.24319685482493,393.37278559463346,474,140660,0.044,44.19,474,0.0,134,5.36,True,12,1.0,2.0
448.113196854825,584.6127855946335,662,140660,0.434,46.22,662,0.0,134,5.36,True,14,0.9793103448275862,3.0
432.33319685482496,396.5227855946335,571,140660,0.267,41.39,571,0.0,134,5.36,True,15,0.993103448275862,2.0
384.51319685482497,1104.9527855946335,478,140660,0.283,42.41,478,0.0,134,5.36,True,16,0.993103448275862,6.0
531.9231968548249,523.8027855946335,606,140660,0.255,40.12,606,0.0,134,5.36,True,19,0.9862068965517241,3.0
271.14319685482496,1150.7327855946337,386,140660,0.143,23.62,386,0.0,134,5.36,False,20,1.0,0.0
565.3431968548249,784.9227855946335,657,140660,0.37,48.5,657,0.0,134,5.36,True,21,0.9310344827586207,4.0
392.943196854825,736.5927855946335,798,140660,0.332,52.57,798,0.0,134,5.36,True,22,0.993103448275862,4.0
459.97319685482495,1086.4927855946337,552,140660,0.376,40.38,552,0.0,134,5.36,True,23,0.9103448275862069,6.0
513.2331968548249,431.9727855946335,448,140660,0.219,35.04,448,0.0,134,5.36,True,26,0.9793103448275862,2.0
595.4431968548249,242.5527855946335,627,140660,0.442,43.93,627,0.0,134,5.36,True,29,1.0,1.0
350.01319685482497,1102.4527855946335,584,140660,0.351,43.17,584,0.0,134,5.36,True,31,0.8896551724137931,6.0
582.363196854825,1162.2327855946337,685,140660,0.151,55.61,685,0.0,134,5.36,True,32,0.8758620689655172,6.0
460.90319685482496,957.5827855946335,650,140660,0.399,44.69,650,0.0,134,5.36,True,33,0.9793103448275862,5.0
537.393196854825,561.2327855946335,569,140660,0.264,47.74,569,0.0,134,5.36,True,35,0.9172413793103448,3.0
509.83319685482496,974.6827855946335,671,140660,0.29,44.95,671,0.0,134,5.36,True,36,0.9793103448275862,5.0
571.023196854825,428.42278559463347,596,140660,0.285,38.85,596,0.0,134,5.36,True,38,0.9724137931034482,2.0
504.803196854825,552.4827855946335,640,140660,0.346,47.49,640,0.0,134,5.36,True,40,0.9172413793103448,3.0
575.163196854825,529.0227855946334,258,140660,0.088,24.38,258,0.0,134,5.36,True,41,0.9241379310344827,3.0
363.02319685482496,787.4927855946335,698,140660,0.342,55.11,698,0.0,134,5.36,True,45,0.9862068965517241,4.0
381.553196854825,887.6327855946334,617,140660,0.161,45.71,617,0.0,134,5.36,True,46,1.0,5.0
446.123196854825,1077.6427855946336,510,140660,0.334,44.19,510,0.0,134,5.36,True,48,0.903448275862069,6.0
508.113196854825,1068.6127855946336,510,140660,0.248,37.58,510,0.0,134,5.36,True,49,0.9172413793103448,6.0
381.26319685482497,764.6627855946335,542,140660,0.36,38.6,542,0.0,134,5.36,True,50,0.9448275862068966,4.0
565.0931968548249,901.4427855946335,743,140660,0.365,51.8,743,0.0,134,5.36,True,52,0.9448275862068966,5.0
424.95319685482497,798.0627855946335,653,140660,0.247,44.95,653,0.0,134,5.36,True,53,0.9586206896551724,4.0
457.90319685482496,769.2727855946334,589,140660,0.329,42.66,589,0.0,134,5.36,True,55,0.9793103448275862,4.0
594.283196854825,609.8427855946335,531,140660,0.204,41.14,531,0.0,134,5.36,True,59,0.9586206896551724,3.0
512.7931968548249,179.50278559463348,637,140660,0.281,46.73,637,0.0,134,5.36,True,61,0.993103448275862,1.0
603.8331968548249,885.7427855946335,581,140660,0.365,43.68,581,0.0,134,5.36,True,62,0.9241379310344827,5.0
524.1031968548249,757.4227855946335,565,140660,0.338,47.23,565,0.0,134,5.36,True,64,0.8482758620689655,4.0
286.95319685482497,715.6527855946334,736,140660,0.278,48.0,736,0.0,134,5.36,True,73,0.9655172413793104,4.0
572.9631968548249,1150.6727855946335,651,140660,0.35,42.66,651,0.0,134,5.36,True,77,0.9103448275862069,6.0
541.9431968548249,1133.7227855946337,720,140660,0.277,43.93,720,0.0,134,5.36,True,88,0.9862068965517241,6.0
275.99319685482493,422.74278559463346,606,140660,0.256,50.03,606,0.0,134,5.36,True,90,0.9793103448275862,2.0
606.783196854825,904.5327855946335,580,140660,0.518,42.16,580,0.0,134,5.36,True,92,0.903448275862069,5.0
392.83319685482496,925.8727855946335,721,140660,0.321,52.82,721,0.0,134,5.36,True,94,0.9724137931034482,5.0
513.153196854825,735.6227855946335,710,140660,0.362,58.15,710,0.0,134,5.36,True,95,0.9655172413793104,4.0
324.90319685482496,1083.5827855946336,642,140660,0.363,38.09,642,0.0,134,5.36,True,99,0.9586206896551724,6.0
594.023196854825,529.6527855946334,412,140660,0.214,37.08,412,0.0,134,5.36,True,100,0.9172413793103448,3.0
387.183196854825,605.5227855946334,691,140660,0.297,53.33,691,0.0,134,5.36,True,101,0.9448275862068966,3.0
459.03319685482495,611.8027855946335,697,140660,0.221,45.96,697,0.0,134,5.36,True,102,0.9379310344827586,3.0
